transaction_id,amount,payment_method,bank,device,hour,previous_failures,attempt_number,error_code,customer_type,status
TX04774,17496,UPI,Bank_A,Android,8,0,1,BANK_ERROR,RETURNING,SUCCESS
TX04775,8478,UPI,Bank_B,Desktop,22,0,1,NONE,RETURNING,SUCCESS
TX04776,1981,UPI,Bank_B,Desktop,9,1,2,NONE,RETURNING,SUCCESS
TX04777,6899,CARD,Bank_A,Android,22,1,2,NONE,NEW,FAILED
TX04778,14697,NET_BANKING,Bank_C,iOS,21,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX04779,13775,UPI,Bank_A,Android,21,0,1,NONE,RETURNING,FAILED
TX04780,4686,UPI,Bank_A,Android,12,0,1,NONE,NEW,SUCCESS
TX04781,8530,UPI,Bank_C,Android,16,1,2,NONE,NEW,FAILED
TX04782,2445,UPI,Bank_B,Android,12,0,1,NONE,RETURNING,SUCCESS
TX04783,16559,NET_BANKING,Bank_A,iOS,6,0,1,NONE,NEW,SUCCESS
TX04784,9648,UPI,Bank_A,Android,19,1,2,AUTH_ERROR,RETURNING,FAILED
TX04785,5977,UPI,Bank_C,Android,2,2,3,BANK_ERROR,RETURNING,FAILED
TX04786,6885,UPI,Bank_A,Android,0,0,1,NONE,RETURNING,SUCCESS
TX04787,15933,NET_BANKING,Bank_D,iOS,22,0,1,BANK_ERROR,RETURNING,FAILED
TX04788,5022,UPI,Bank_D,Android,9,1,2,NONE,RETURNING,SUCCESS
TX04789,18814,CARD,Bank_A,iOS,14,2,3,CARD_DECLINED,NEW,FAILED
TX04790,4786,UPI,Bank_D,Android,12,0,1,BANK_ERROR,NEW,SUCCESS
TX04791,14507,UPI,Bank_B,Android,16,2,3,AUTH_ERROR,RETURNING,FAILED
TX04792,18386,CARD,Bank_B,Desktop,17,0,1,CARD_DECLINED,RETURNING,FAILED
TX04793,12305,UPI,Bank_A,Android,9,0,1,NETWORK_ERROR,NEW,SUCCESS
TX04794,13279,CARD,Bank_A,Desktop,19,2,3,CARD_DECLINED,NEW,FAILED
TX04795,18543,CARD,Bank_D,Android,8,1,2,CARD_DECLINED,NEW,FAILED
TX04796,16624,UPI,Bank_C,Android,23,0,1,AUTH_ERROR,RETURNING,FAILED
TX04797,18273,UPI,Bank_B,Android,0,1,2,BANK_ERROR,NEW,SUCCESS
TX04798,116,CARD,Bank_A,iOS,11,0,1,NONE,RETURNING,SUCCESS
TX04799,13474,UPI,Bank_D,iOS,10,2,3,BANK_ERROR,RETURNING,FAILED
TX04800,16948,UPI,Bank_B,Desktop,10,0,1,NONE,RETURNING,FAILED
TX04801,18311,UPI,Bank_B,Desktop,14,0,1,NONE,RETURNING,SUCCESS
TX04802,6056,CARD,Bank_A,Android,19,1,2,NONE,RETURNING,SUCCESS
TX04803,16573,NET_BANKING,Bank_D,Android,13,0,1,NONE,RETURNING,SUCCESS
TX04804,4915,CARD,Bank_B,Android,8,1,2,NETWORK_ERROR,RETURNING,SUCCESS
TX04805,19335,UPI,Bank_A,Android,1,1,2,NONE,NEW,SUCCESS
TX04806,2943,UPI,Bank_B,Android,1,1,2,NONE,RETURNING,SUCCESS
TX04807,16072,UPI,Bank_C,Android,21,0,1,NONE,NEW,SUCCESS
TX04808,17453,UPI,Bank_B,iOS,15,0,1,NONE,NEW,SUCCESS
TX04809,1194,CARD,Bank_C,Android,5,0,1,NONE,RETURNING,SUCCESS
TX04810,6224,CARD,Bank_B,Desktop,12,1,2,NETWORK_ERROR,RETURNING,FAILED
TX04811,19679,CARD,Bank_C,iOS,5,0,1,NONE,NEW,SUCCESS
TX04812,1504,UPI,Bank_C,Android,0,0,1,NONE,NEW,SUCCESS
TX04813,4082,NET_BANKING,Bank_C,Android,12,1,2,NONE,NEW,FAILED
TX04814,12615,NET_BANKING,Bank_C,Android,1,0,1,NONE,RETURNING,FAILED
TX04815,15890,UPI,Bank_A,Desktop,22,0,1,NONE,RETURNING,SUCCESS
TX04816,12305,UPI,Bank_D,Android,0,0,1,NONE,NEW,SUCCESS
TX04817,12848,UPI,Bank_C,Desktop,0,0,1,NONE,RETURNING,SUCCESS
TX04818,3192,UPI,Bank_B,iOS,10,0,1,NONE,RETURNING,FAILED
TX04819,14071,NET_BANKING,Bank_A,iOS,15,0,1,NONE,NEW,SUCCESS
TX04820,14716,UPI,Bank_C,Desktop,8,0,1,NONE,RETURNING,FAILED
TX04821,5033,CARD,Bank_B,Android,6,2,3,CARD_DECLINED,RETURNING,FAILED
TX04822,5026,CARD,Bank_A,iOS,13,0,1,NONE,RETURNING,SUCCESS
TX04823,4069,UPI,Bank_D,iOS,4,0,1,NONE,RETURNING,SUCCESS
TX04824,3065,UPI,Bank_A,Desktop,18,0,1,NONE,RETURNING,SUCCESS
TX04825,4419,NET_BANKING,Bank_B,iOS,23,0,1,NONE,NEW,SUCCESS
TX04826,9075,UPI,Bank_C,Desktop,16,2,3,BANK_ERROR,NEW,FAILED
TX04827,7208,CARD,Bank_D,Desktop,7,0,1,NONE,NEW,SUCCESS
TX04828,9241,CARD,Bank_A,Desktop,3,0,1,NONE,NEW,FAILED
TX04829,16528,UPI,Bank_C,Desktop,1,0,1,NONE,RETURNING,SUCCESS
TX04830,1910,NET_BANKING,Bank_B,Android,22,0,1,NONE,NEW,FAILED
TX04831,10373,UPI,Bank_A,iOS,19,0,1,NONE,RETURNING,FAILED
TX04832,9121,CARD,Bank_D,Android,12,0,1,NONE,RETURNING,FAILED
TX04833,18393,CARD,Bank_C,Android,19,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX04834,6464,UPI,Bank_C,Desktop,5,0,1,BANK_ERROR,NEW,FAILED
TX04835,2681,UPI,Bank_D,Desktop,17,0,1,NONE,RETURNING,SUCCESS
TX04836,791,CARD,Bank_C,Android,4,0,1,NONE,RETURNING,SUCCESS
TX04837,1031,CARD,Bank_B,Android,11,0,1,NONE,RETURNING,SUCCESS
TX04838,13228,UPI,Bank_B,iOS,18,1,2,NONE,NEW,SUCCESS
TX04839,14326,CARD,Bank_C,Android,19,3,4,CARD_DECLINED,NEW,FAILED
TX04840,13961,CARD,Bank_C,Android,18,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX04841,15575,UPI,Bank_B,Android,14,0,1,NONE,RETURNING,SUCCESS
TX04842,3506,UPI,Bank_C,Desktop,6,0,1,NONE,RETURNING,SUCCESS
TX04843,8439,UPI,Bank_C,Android,18,1,2,BANK_ERROR,NEW,FAILED
TX04844,17516,UPI,Bank_D,Android,22,0,1,NONE,RETURNING,SUCCESS
TX04845,17795,UPI,Bank_C,iOS,20,3,4,NETWORK_ERROR,NEW,FAILED
TX04846,8679,NET_BANKING,Bank_A,Android,2,0,1,NONE,NEW,SUCCESS
TX04847,3221,UPI,Bank_B,Android,0,0,1,BANK_ERROR,RETURNING,FAILED
TX04848,18357,UPI,Bank_C,Android,20,1,2,BANK_ERROR,NEW,FAILED
TX04849,16046,CARD,Bank_A,Desktop,9,0,1,CARD_DECLINED,RETURNING,SUCCESS
TX04850,3848,UPI,Bank_D,Android,3,1,2,NONE,RETURNING,SUCCESS
TX04851,377,UPI,Bank_A,Android,15,0,1,BANK_ERROR,RETURNING,FAILED
TX04852,18343,CARD,Bank_C,iOS,11,1,2,NONE,NEW,SUCCESS
TX04853,11663,CARD,Bank_D,iOS,9,0,1,CARD_DECLINED,NEW,FAILED
TX04854,6892,CARD,Bank_C,Android,2,0,1,NONE,NEW,SUCCESS
TX04855,14018,CARD,Bank_C,Android,7,0,1,NETWORK_ERROR,NEW,FAILED
TX04856,10474,UPI,Bank_D,Android,4,0,1,BANK_ERROR,NEW,SUCCESS
TX04857,4775,NET_BANKING,Bank_C,iOS,21,0,1,NONE,NEW,FAILED
TX04858,1270,UPI,Bank_D,Android,15,0,1,NONE,RETURNING,SUCCESS
TX04859,8781,UPI,Bank_C,Android,3,0,1,NONE,RETURNING,SUCCESS
TX04860,10817,UPI,Bank_C,Desktop,15,0,1,NONE,NEW,SUCCESS
TX04861,12550,UPI,Bank_C,iOS,21,0,1,NONE,RETURNING,FAILED
TX04862,10780,UPI,Bank_A,Android,2,2,3,BANK_ERROR,NEW,FAILED
TX04863,10168,CARD,Bank_D,iOS,22,0,1,NONE,RETURNING,SUCCESS
TX04864,2562,UPI,Bank_D,Android,3,0,1,BANK_ERROR,NEW,FAILED
TX04865,13750,UPI,Bank_C,Android,15,0,1,NONE,RETURNING,SUCCESS
TX04866,387,CARD,Bank_A,Android,4,2,3,NONE,RETURNING,FAILED
TX04867,18391,CARD,Bank_A,iOS,21,3,4,AUTH_ERROR,NEW,FAILED
TX04868,1261,UPI,Bank_A,Android,20,1,2,NONE,RETURNING,FAILED
TX04869,16613,UPI,Bank_B,Android,17,0,1,NONE,RETURNING,SUCCESS
TX04870,2463,UPI,Bank_B,Android,19,0,1,NONE,RETURNING,SUCCESS
TX04871,6083,UPI,Bank_D,Desktop,7,0,1,NONE,NEW,SUCCESS
TX04872,16627,CARD,Bank_D,Desktop,7,0,1,NONE,NEW,SUCCESS
TX04873,8307,UPI,Bank_B,iOS,6,2,3,BANK_ERROR,RETURNING,FAILED
TX04874,14858,UPI,Bank_C,Desktop,9,1,2,BANK_ERROR,NEW,SUCCESS
TX04875,344,UPI,Bank_C,Android,1,1,2,NETWORK_ERROR,RETURNING,FAILED
TX04876,17410,CARD,Bank_A,Android,19,0,1,NETWORK_ERROR,RETURNING,FAILED
TX04877,3278,UPI,Bank_D,Desktop,5,0,1,NONE,NEW,SUCCESS
TX04878,2276,CARD,Bank_A,Android,14,0,1,NONE,RETURNING,SUCCESS
TX04879,5102,UPI,Bank_D,Android,13,0,1,NONE,RETURNING,SUCCESS
TX04880,986,CARD,Bank_C,Android,7,0,1,NONE,NEW,SUCCESS
TX04881,19882,NET_BANKING,Bank_C,Android,8,1,2,NETWORK_ERROR,NEW,FAILED
TX04882,13821,UPI,Bank_D,iOS,4,0,1,NONE,NEW,SUCCESS
TX04883,12242,CARD,Bank_B,Android,4,0,1,NONE,RETURNING,SUCCESS
TX04884,2754,CARD,Bank_D,Desktop,8,1,2,NONE,RETURNING,SUCCESS
TX04885,12084,CARD,Bank_C,iOS,21,0,1,NONE,NEW,FAILED
TX04886,17855,CARD,Bank_D,Android,6,3,4,NETWORK_ERROR,NEW,SUCCESS
TX04887,7235,UPI,Bank_C,Android,7,2,3,AUTH_ERROR,RETURNING,SUCCESS
TX04888,420,UPI,Bank_B,Desktop,23,0,1,NONE,RETURNING,SUCCESS
TX04889,4754,NET_BANKING,Bank_C,Android,14,0,1,NONE,NEW,SUCCESS
TX04890,16231,UPI,Bank_B,iOS,2,1,2,NONE,RETURNING,FAILED
TX04891,10870,NET_BANKING,Bank_D,Android,20,0,1,BANK_ERROR,RETURNING,FAILED
TX04892,6653,CARD,Bank_D,Android,16,0,1,NONE,NEW,SUCCESS
TX04893,11659,UPI,Bank_C,Android,18,0,1,NONE,RETURNING,FAILED
TX04894,9109,CARD,Bank_D,iOS,17,0,1,NONE,RETURNING,FAILED
TX04895,13582,CARD,Bank_B,iOS,9,1,2,NONE,NEW,SUCCESS
TX04896,7598,UPI,Bank_A,iOS,1,3,4,BANK_ERROR,RETURNING,FAILED
TX04897,6736,UPI,Bank_C,Desktop,1,2,3,NONE,NEW,FAILED
TX04898,7462,CARD,Bank_C,Desktop,16,2,3,NONE,RETURNING,SUCCESS
TX04899,16495,NET_BANKING,Bank_A,Android,14,3,4,BANK_ERROR,RETURNING,FAILED
TX04900,16678,CARD,Bank_C,Android,15,0,1,NETWORK_ERROR,RETURNING,FAILED
TX04901,2637,UPI,Bank_C,iOS,5,0,1,NONE,RETURNING,FAILED
TX04902,19326,UPI,Bank_A,iOS,19,0,1,BANK_ERROR,RETURNING,SUCCESS
TX04903,15316,NET_BANKING,Bank_B,Android,1,0,1,NONE,RETURNING,SUCCESS
TX04904,18713,UPI,Bank_A,Android,14,0,1,NONE,RETURNING,SUCCESS
TX04905,3109,UPI,Bank_B,Android,20,1,2,AUTH_ERROR,NEW,SUCCESS
TX04906,14309,UPI,Bank_D,iOS,17,0,1,BANK_ERROR,NEW,FAILED
TX04907,15775,UPI,Bank_A,Desktop,7,2,3,AUTH_ERROR,RETURNING,FAILED
TX04908,15129,UPI,Bank_B,Android,3,0,1,NONE,RETURNING,SUCCESS
TX04909,2177,UPI,Bank_C,Desktop,4,0,1,NONE,RETURNING,SUCCESS
TX04910,14007,CARD,Bank_D,iOS,7,0,1,NONE,RETURNING,FAILED
TX04911,3967,UPI,Bank_C,Android,21,0,1,AUTH_ERROR,RETURNING,FAILED
TX04912,16252,UPI,Bank_A,Desktop,16,0,1,NONE,RETURNING,SUCCESS
TX04913,4973,UPI,Bank_D,Desktop,5,2,3,NETWORK_ERROR,NEW,FAILED
TX04914,8735,NET_BANKING,Bank_B,Android,14,3,4,BANK_ERROR,RETURNING,FAILED
TX04915,397,CARD,Bank_B,Android,0,0,1,NONE,RETURNING,SUCCESS
TX04916,13195,UPI,Bank_A,Desktop,10,0,1,BANK_ERROR,NEW,SUCCESS
TX04917,9136,UPI,Bank_D,Android,5,0,1,NONE,RETURNING,SUCCESS
TX04918,1115,CARD,Bank_C,Desktop,22,0,1,AUTH_ERROR,RETURNING,FAILED
TX04919,1484,NET_BANKING,Bank_D,Android,5,0,1,NONE,NEW,SUCCESS
TX04920,8845,UPI,Bank_A,Android,19,0,1,NONE,NEW,SUCCESS
TX04921,18834,UPI,Bank_B,Android,19,3,4,NETWORK_ERROR,NEW,FAILED
TX04922,17753,CARD,Bank_A,Android,17,0,1,NONE,RETURNING,FAILED
TX04923,1360,CARD,Bank_B,Android,17,1,2,CARD_DECLINED,NEW,SUCCESS
TX04924,7801,CARD,Bank_D,Android,6,1,2,NONE,RETURNING,SUCCESS
TX04925,10501,UPI,Bank_A,Android,23,3,4,AUTH_ERROR,RETURNING,FAILED
TX04926,15619,UPI,Bank_A,Desktop,15,0,1,NONE,RETURNING,SUCCESS
TX04927,11964,UPI,Bank_C,Desktop,21,0,1,BANK_ERROR,NEW,FAILED
TX04928,15781,UPI,Bank_A,iOS,21,0,1,BANK_ERROR,RETURNING,FAILED
TX04929,5643,NET_BANKING,Bank_B,iOS,22,0,1,NONE,RETURNING,SUCCESS
TX04930,18365,UPI,Bank_B,Android,18,0,1,NONE,RETURNING,SUCCESS
TX04931,12588,CARD,Bank_D,Desktop,11,0,1,NONE,RETURNING,FAILED
TX04932,10179,UPI,Bank_A,Desktop,17,1,2,NONE,RETURNING,SUCCESS
TX04933,10844,UPI,Bank_D,Android,3,2,3,NETWORK_ERROR,RETURNING,FAILED
TX04934,3909,NET_BANKING,Bank_C,Android,1,0,1,BANK_ERROR,NEW,SUCCESS
TX04935,7306,CARD,Bank_A,Android,22,0,1,NONE,RETURNING,SUCCESS
TX04936,13846,NET_BANKING,Bank_A,Android,8,0,1,NONE,RETURNING,SUCCESS
TX04937,16095,UPI,Bank_D,Android,6,0,1,NONE,RETURNING,SUCCESS
TX04938,16135,UPI,Bank_C,Desktop,11,2,3,NETWORK_ERROR,NEW,FAILED
TX04939,11771,UPI,Bank_B,Android,4,0,1,NONE,RETURNING,SUCCESS
TX04940,13310,UPI,Bank_A,Android,11,0,1,NONE,RETURNING,FAILED
TX04941,17893,UPI,Bank_A,iOS,15,0,1,NONE,NEW,SUCCESS
TX04942,5297,NET_BANKING,Bank_C,iOS,18,0,1,NONE,RETURNING,SUCCESS
TX04943,15653,UPI,Bank_B,Android,11,0,1,NONE,RETURNING,SUCCESS
TX04944,7552,NET_BANKING,Bank_C,Android,0,0,1,BANK_ERROR,NEW,SUCCESS
TX04945,8818,UPI,Bank_D,Android,0,0,1,NONE,RETURNING,SUCCESS
TX04946,14959,CARD,Bank_B,Desktop,18,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX04947,2272,UPI,Bank_A,Android,19,0,1,NONE,RETURNING,SUCCESS
TX04948,13258,UPI,Bank_C,Android,11,3,4,NETWORK_ERROR,NEW,FAILED
TX04949,16763,NET_BANKING,Bank_C,Android,4,0,1,NONE,RETURNING,SUCCESS
TX04950,19153,UPI,Bank_D,Android,8,1,2,BANK_ERROR,RETURNING,SUCCESS
TX04951,11185,CARD,Bank_C,Android,11,2,3,CARD_DECLINED,RETURNING,FAILED
TX04952,4081,CARD,Bank_B,iOS,1,2,3,CARD_DECLINED,RETURNING,FAILED
TX04953,5347,NET_BANKING,Bank_B,Android,12,0,1,NONE,NEW,SUCCESS
TX04954,10653,CARD,Bank_A,iOS,3,0,1,NONE,NEW,SUCCESS
TX04955,6235,UPI,Bank_B,Android,18,0,1,NONE,RETURNING,SUCCESS
TX04956,5673,CARD,Bank_C,Android,7,0,1,NONE,NEW,FAILED
TX04957,13831,UPI,Bank_C,Android,12,0,1,NONE,NEW,FAILED
TX04958,7289,UPI,Bank_B,Android,0,0,1,NONE,RETURNING,SUCCESS
TX04959,14641,UPI,Bank_D,Android,16,0,1,NONE,NEW,FAILED
TX04960,10978,UPI,Bank_A,iOS,16,0,1,BANK_ERROR,NEW,SUCCESS
TX04961,11187,UPI,Bank_A,Desktop,3,1,2,NONE,NEW,FAILED
TX04962,13767,NET_BANKING,Bank_B,Android,7,0,1,NONE,RETURNING,SUCCESS
TX04963,2876,UPI,Bank_C,Android,19,2,3,AUTH_ERROR,NEW,FAILED
TX04964,9411,NET_BANKING,Bank_C,Android,4,0,1,NONE,NEW,SUCCESS
TX04965,7797,UPI,Bank_B,Android,15,2,3,BANK_ERROR,RETURNING,FAILED
TX04966,14729,CARD,Bank_C,Desktop,1,2,3,CARD_DECLINED,RETURNING,FAILED
TX04967,8486,UPI,Bank_A,Desktop,8,0,1,NONE,NEW,SUCCESS
TX04968,17146,UPI,Bank_A,Android,12,0,1,NETWORK_ERROR,NEW,FAILED
TX04969,8144,NET_BANKING,Bank_C,Desktop,18,2,3,BANK_ERROR,NEW,FAILED
TX04970,9715,NET_BANKING,Bank_A,Android,23,2,3,NONE,RETURNING,FAILED
TX04971,15134,UPI,Bank_A,Desktop,8,0,1,NONE,NEW,FAILED
TX04972,5160,NET_BANKING,Bank_A,Desktop,2,0,1,NONE,RETURNING,SUCCESS
TX04973,11000,CARD,Bank_B,Android,0,0,1,NONE,RETURNING,SUCCESS
TX04974,5681,NET_BANKING,Bank_D,Android,17,0,1,BANK_ERROR,RETURNING,SUCCESS
TX04975,2114,CARD,Bank_D,Desktop,14,0,1,NONE,RETURNING,SUCCESS
TX04976,13097,NET_BANKING,Bank_D,Android,23,0,1,NONE,RETURNING,SUCCESS
TX04977,10735,NET_BANKING,Bank_A,Android,0,0,1,NONE,RETURNING,SUCCESS
TX04978,13748,UPI,Bank_D,Android,14,2,3,BANK_ERROR,NEW,FAILED
TX04979,7248,UPI,Bank_B,iOS,22,0,1,NONE,RETURNING,FAILED
TX04980,18848,UPI,Bank_D,Android,17,1,2,AUTH_ERROR,NEW,FAILED
TX04981,14122,CARD,Bank_D,Android,18,0,1,NONE,RETURNING,SUCCESS
TX04982,6019,CARD,Bank_B,Desktop,19,2,3,CARD_DECLINED,NEW,FAILED
TX04983,15986,CARD,Bank_A,Desktop,18,0,1,NONE,RETURNING,SUCCESS
TX04984,6738,CARD,Bank_C,Android,19,0,1,NONE,NEW,FAILED
TX04985,4751,UPI,Bank_B,Android,12,3,4,BANK_ERROR,NEW,FAILED
TX04986,709,UPI,Bank_A,Desktop,4,0,1,NONE,NEW,SUCCESS
TX04987,8040,UPI,Bank_A,Android,21,0,1,BANK_ERROR,NEW,FAILED
TX04988,10448,CARD,Bank_C,iOS,4,0,1,NONE,NEW,SUCCESS
TX04989,3966,UPI,Bank_A,iOS,10,0,1,NONE,RETURNING,SUCCESS
TX04990,16855,UPI,Bank_D,Android,9,0,1,NONE,RETURNING,SUCCESS
TX04991,17099,UPI,Bank_A,Desktop,5,3,4,NETWORK_ERROR,RETURNING,FAILED
TX04992,2353,UPI,Bank_B,Android,5,0,1,NONE,NEW,SUCCESS
TX04993,5042,UPI,Bank_A,Android,22,3,4,NETWORK_ERROR,RETURNING,FAILED
TX04994,12430,UPI,Bank_D,Desktop,12,2,3,BANK_ERROR,RETURNING,FAILED
TX04995,964,NET_BANKING,Bank_C,Android,5,1,2,NONE,NEW,SUCCESS
TX04996,1368,UPI,Bank_A,Android,6,0,1,BANK_ERROR,RETURNING,SUCCESS
TX04997,7554,NET_BANKING,Bank_C,Android,7,1,2,NONE,RETURNING,SUCCESS
TX04998,13766,UPI,Bank_A,iOS,9,0,1,AUTH_ERROR,RETURNING,SUCCESS
TX04999,12470,NET_BANKING,Bank_C,iOS,10,2,3,NONE,RETURNING,FAILED
TX05000,5329,CARD,Bank_B,Android,4,0,1,NONE,RETURNING,SUCCESS
TX05001,16409,CARD,Bank_A,Android,7,0,1,NONE,NEW,SUCCESS
TX05002,18721,NET_BANKING,Bank_C,Android,0,0,1,BANK_ERROR,NEW,SUCCESS
TX05003,4154,CARD,Bank_A,Desktop,6,0,1,NONE,RETURNING,FAILED
TX05004,1035,NET_BANKING,Bank_C,Android,17,1,2,NETWORK_ERROR,RETURNING,SUCCESS
TX05005,12272,CARD,Bank_C,Desktop,11,0,1,NONE,NEW,SUCCESS
TX05006,10630,CARD,Bank_C,Android,18,3,4,AUTH_ERROR,RETURNING,FAILED
TX05007,15660,UPI,Bank_D,Android,7,1,2,NONE,NEW,SUCCESS
TX05008,16256,NET_BANKING,Bank_C,Android,2,0,1,NONE,RETURNING,FAILED
TX05009,16809,CARD,Bank_B,Android,9,0,1,NONE,RETURNING,SUCCESS
TX05010,9826,UPI,Bank_D,Android,22,0,1,NONE,RETURNING,SUCCESS
TX05011,7874,CARD,Bank_D,Android,21,2,3,CARD_DECLINED,RETURNING,FAILED
TX05012,2085,NET_BANKING,Bank_C,Android,13,2,3,BANK_ERROR,RETURNING,FAILED
TX05013,14352,CARD,Bank_D,Android,18,2,3,NONE,RETURNING,FAILED
TX05014,4703,NET_BANKING,Bank_D,iOS,18,0,1,NONE,RETURNING,SUCCESS
TX05015,19262,UPI,Bank_A,Android,8,0,1,NONE,RETURNING,SUCCESS
TX05016,16060,UPI,Bank_A,iOS,4,0,1,NONE,NEW,SUCCESS
TX05017,9562,UPI,Bank_B,Android,6,0,1,NONE,RETURNING,SUCCESS
TX05018,14266,UPI,Bank_D,Android,12,0,1,NONE,RETURNING,SUCCESS
TX05019,7854,UPI,Bank_A,iOS,17,2,3,NETWORK_ERROR,RETURNING,FAILED
TX05020,14346,UPI,Bank_C,iOS,12,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX05021,4178,UPI,Bank_D,Android,6,0,1,NONE,NEW,FAILED
TX05022,12953,UPI,Bank_D,Desktop,7,1,2,NONE,RETURNING,FAILED
TX05023,17851,UPI,Bank_C,iOS,3,2,3,AUTH_ERROR,NEW,FAILED
TX05024,4142,CARD,Bank_B,Android,16,1,2,NONE,RETURNING,SUCCESS
TX05025,16384,UPI,Bank_A,Android,9,1,2,NONE,RETURNING,FAILED
TX05026,14489,UPI,Bank_D,Android,3,2,3,NONE,RETURNING,FAILED
TX05027,2675,UPI,Bank_D,Android,4,0,1,NONE,RETURNING,SUCCESS
TX05028,6854,UPI,Bank_D,Android,4,0,1,NONE,RETURNING,SUCCESS
TX05029,18065,NET_BANKING,Bank_D,Android,17,0,1,NONE,RETURNING,FAILED
TX05030,2086,UPI,Bank_A,iOS,23,1,2,NONE,NEW,FAILED
TX05031,18724,NET_BANKING,Bank_C,Android,1,1,2,BANK_ERROR,RETURNING,FAILED
TX05032,15570,UPI,Bank_A,Desktop,10,0,1,BANK_ERROR,NEW,FAILED
TX05033,6068,NET_BANKING,Bank_C,Android,0,1,2,NONE,RETURNING,FAILED
TX05034,7593,UPI,Bank_A,Android,20,0,1,NONE,RETURNING,SUCCESS
TX05035,4203,UPI,Bank_A,Android,6,1,2,NONE,NEW,SUCCESS
TX05036,2176,CARD,Bank_D,Desktop,11,0,1,NONE,RETURNING,SUCCESS
TX05037,3094,UPI,Bank_C,Android,7,0,1,NONE,RETURNING,SUCCESS
TX05038,3844,CARD,Bank_D,Android,11,1,2,CARD_DECLINED,RETURNING,FAILED
TX05039,14566,UPI,Bank_C,Android,14,0,1,NETWORK_ERROR,NEW,SUCCESS
TX05040,14623,CARD,Bank_B,Desktop,13,0,1,NONE,RETURNING,SUCCESS
TX05041,5694,NET_BANKING,Bank_B,Android,19,3,4,NETWORK_ERROR,NEW,FAILED
TX05042,7631,NET_BANKING,Bank_D,Android,0,0,1,NETWORK_ERROR,RETURNING,FAILED
TX05043,7471,UPI,Bank_C,Android,20,2,3,NETWORK_ERROR,NEW,FAILED
TX05044,14647,UPI,Bank_D,Android,2,0,1,NONE,RETURNING,SUCCESS
TX05045,18128,NET_BANKING,Bank_A,iOS,0,0,1,NONE,RETURNING,SUCCESS
TX05046,3244,NET_BANKING,Bank_B,Android,10,0,1,NONE,NEW,FAILED
TX05047,14090,UPI,Bank_D,Desktop,22,0,1,NONE,NEW,SUCCESS
TX05048,14183,CARD,Bank_A,iOS,8,1,2,NONE,NEW,SUCCESS
TX05049,16726,UPI,Bank_B,Android,3,0,1,NONE,RETURNING,SUCCESS
TX05050,8054,NET_BANKING,Bank_B,Android,7,1,2,NONE,RETURNING,FAILED
TX05051,7369,UPI,Bank_C,Android,16,0,1,NONE,RETURNING,SUCCESS
TX05052,7230,CARD,Bank_A,Android,13,0,1,CARD_DECLINED,NEW,FAILED
TX05053,6928,CARD,Bank_C,iOS,19,0,1,CARD_DECLINED,RETURNING,SUCCESS
TX05054,8944,NET_BANKING,Bank_D,Android,15,1,2,BANK_ERROR,NEW,SUCCESS
TX05055,14320,CARD,Bank_A,Android,19,0,1,NETWORK_ERROR,RETURNING,SUCCESS
TX05056,6431,UPI,Bank_B,Android,1,1,2,NETWORK_ERROR,RETURNING,FAILED
TX05057,19996,CARD,Bank_A,Android,23,0,1,AUTH_ERROR,NEW,SUCCESS
TX05058,13497,NET_BANKING,Bank_B,Android,7,2,3,NETWORK_ERROR,RETURNING,FAILED
TX05059,17983,CARD,Bank_B,Android,22,2,3,AUTH_ERROR,RETURNING,FAILED
TX05060,10391,CARD,Bank_C,iOS,14,3,4,NETWORK_ERROR,NEW,FAILED
TX05061,18642,CARD,Bank_A,Android,3,0,1,NONE,RETURNING,SUCCESS
TX05062,10264,UPI,Bank_B,Android,20,0,1,NONE,NEW,SUCCESS
TX05063,10550,CARD,Bank_C,Android,14,1,2,NETWORK_ERROR,RETURNING,FAILED
TX05064,2135,UPI,Bank_D,Android,20,1,2,NETWORK_ERROR,NEW,FAILED
TX05065,11563,UPI,Bank_A,iOS,0,0,1,NONE,RETURNING,SUCCESS
TX05066,8077,NET_BANKING,Bank_C,Android,12,2,3,BANK_ERROR,NEW,FAILED
TX05067,17341,UPI,Bank_B,iOS,21,0,1,NONE,NEW,SUCCESS
TX05068,12282,UPI,Bank_A,Android,6,2,3,NONE,RETURNING,FAILED
TX05069,398,UPI,Bank_C,Android,15,1,2,AUTH_ERROR,RETURNING,SUCCESS
TX05070,1023,UPI,Bank_C,Desktop,3,0,1,NONE,NEW,SUCCESS
TX05071,13431,CARD,Bank_C,Desktop,2,0,1,NONE,NEW,SUCCESS
TX05072,19283,CARD,Bank_A,Android,11,2,3,NONE,NEW,FAILED
TX05073,6678,UPI,Bank_D,Android,23,0,1,BANK_ERROR,NEW,FAILED
TX05074,4975,UPI,Bank_A,iOS,17,1,2,NONE,RETURNING,SUCCESS
TX05075,12354,UPI,Bank_A,Android,13,0,1,AUTH_ERROR,NEW,FAILED
TX05076,18286,UPI,Bank_C,Android,0,0,1,NONE,RETURNING,SUCCESS
TX05077,11005,CARD,Bank_A,Android,6,2,3,CARD_DECLINED,RETURNING,FAILED
